Category,Column1,_1,_2,_3,_4,User_query,Chatbot_response 
,,,,3.3.3.2,ขั้นตอนการค้นหาข้อมูลด้วย AI ด้วย ChatGPT,การค้นหาข้อมูลด้วย AI หรือ ChatGPT คืออะไร?,คือการค้นหาแบบโต้ตอบ โดย AI จะสรุปคำตอบจากฐานข้อมูลขนาดใหญ่และตอบคำถามคุณในลักษณะการสนทนา ช่วยให้เข้าใจเรื่องที่ซับซ้อนได้ง่ายขึ้น
,3.4,การลงทะเบียนบัญชี google,,,,การลงทะเบียนบัญชี Google คืออะไร,"การลงทะเบียนบัญชี Google คือการสร้างบัญชีผู้ใช้เพื่อเข้าถึงบริการต่าง ๆ ของ Google เช่น Gmail, YouTube, Google Drive และ Google Calendar"
,,3.4.1,ความสำคัญของการมีบัญชี google,,,ทำไมต้องมีบัญชี Google (Google Account)?,"เพื่อใช้เข้าถึงบริการต่างๆ ของ Google ได้อย่างเต็มที่ เช่น Gmail, YouTube, Google Drive และใช้ลงชื่อเข้าใช้แอปพลิเคชันหรือเว็บไซต์อื่นๆ ได้สะดวก"
,,3.4.2,ขั้นตอนการลงทะเบียนบัญชี google,,,ขั้นตอนการสมัครบัญชี Google ทำอย่างไร?,"1. เข้าไปที่ accounts.google.com 2. เลือก ""สร้างบัญชี"" 3. กรอกชื่อ-นามสกุล 4. ตั้งชื่อผู้ใช้ (@gmail.com) และรหัสผ่าน 5. ยืนยันเบอร์โทรศัพท์ตามขั้นตอน"
,3.5,การใช้งานไปรษณีย์อิเล็กทรอนิกส์,,,,ไปรษณีย์อิเล็กทรอนิกส์คืออะไร,ไปรษณีย์อิเล็กทรอนิกส์ (Email) คือระบบการสื่อสารผ่านอินเทอร์เน็ตที่ช่วยให้ผู้ใช้สามารถส่ง รับ และจัดเก็บข้อความหรือไฟล์แนบได้อย่างรวดเร็วและสะดวก
,,3.5.1,ความสำคัญของไปรษณีย์อิเล็กทรอนิกส์,,,อีเมลสำคัญอย่างไร,ใช้สื่อสารอย่างเป็นทางการ รวดเร็ว และเก็บบันทึกได้
,,3.5.2,ลักษณะการทำงานของ Gmail,,,Gmail ทำงานอย่างไร,Gmail เป็นบริการอีเมลบนคลาวด์ สามารถส่ง รับ และจัดเก็บจดหมายได้
,,3.5.3,ขั้นตอนการเข้าใช้ไปรษณีย์อิเล็กทรอนิกส์ Gmail,,,จะเข้าใช้งาน Gmail ได้อย่างไร,เปิดเว็บเบราว์เซอร์ → ไปที่ www.gmail.com  → กรอกอีเมลและรหัสผ่านบัญชี Google → กด Sign in → เข้าสู่กล่องจดหมาย Gmail
,,,3.5.3.1,เมนูของ Gmail,,เมนูหลักของ Gmail มีอะไรบ้าง?,"เมนูหลักประกอบด้วย: Inbox (กล่องจดหมาย), Starred (ติดดาว), Sent (ส่งแล้ว), Drafts (ร่างจดหมาย) และ Trash (ถังขยะ)"
,,,3.5.3.2,ขั้นตอนการปรับแต่งให้แสดงเป็นภาษาไทย,,Gmail เป็นบริการอีเมลบนคลาวด์ สามารถส่ง รับ และจัดเก็บจดหมายได้,เข้าสู่ระบบ Gmail → คลิกไอคอนรูปเฟือง (การตั้งค่า) → เลือก “See all settings” → ไปที่แท็บ General → ในหัวข้อ Language เลือก “ภาษาไทย” → กด Save Changes ระบบจะเปลี่ยนเป็นภาษาไทยทันที
,,,3.5.3.3,ขั้นตอนการเขียนจดหมาย,,วิธีการเขียนและส่งอีเมล (Compose),"คลิกที่ปุ่ม ""Compose"" (เขียน) > ระบุอีเมลผู้รับ (To) > ใส่หัวข้อ (Subject) > พิมพ์เนื้อหาจดหมาย > แล้วกดปุ่ม ""Send"" (ส่ง)"
,,,3.5.3.4,การออกจากระบบเมื่อเลิกใช้งาน,,การออกจากระบบ Gmail (Sign out) เมื่อเลิกใช้,"คลิกที่รูปโปรไฟล์ของคุณบริเวณมุมขวาบนของหน้าจอ แล้วเลือกเมนู ""Sign out"" (ออกจากระบบ) เพื่อความปลอดภัยของข้อมูล"
,3.6,การใช้แอปพลิเคชั่นพื้นฐานบนอุปกรณ์เคลื่อนที่,,,,การใช้แอปพลิเคชันพื้นฐานบนมือถือมีอะไรบ้าง,"การใช้แอปพลิเคชันพื้นฐานบนอุปกรณ์เคลื่อนที่ ได้แก่ Gmail สำหรับอีเมล, YouTube สำหรับดูวิดีโอ, และ Google Calendar สำหรับจัดการตารางเวลา ซึ่งช่วยให้ผู้ใช้สามารถทำงาน ติดต่อสื่อสาร และจัดการชีวิตประจำวันได้สะดวกทุกที่ทุกเวลา"
,,3.6.1,แอปพลิเคชั่น Gmail,,,แอปพลิเคชัน Gmail คืออะไร,แอปพลิเคชัน Gmail คือโปรแกรมอีเมลของ Google ที่ใช้บนอุปกรณ์เคลื่อนที่ทั้ง Android และ iOS เพื่อส่ง รับ และจัดการจดหมายอิเล็กทรอนิกส์ได้สะดวกทุกที่ทุกเวลา
,,,3.6.1.1,ขั้นตอนการใช้งานแอปพลิเคชั่น Gmail บนอุปกรณ์เคลื่อนที่ระบบปฏิบัติการ android,,จะใช้งาน Gmail บนมือถือ Android ได้อย่างไร,"เปิดแอป Gmail → กด “Sign in” → กรอกอีเมลและรหัสผ่านบัญชี Google → กด Next → เข้าสู่กล่องจดหมาย สามารถกด Compose เพื่อเขียนอีเมลใหม่ และใช้เมนู Inbox, Sent, Drafts เพื่อจัดการจดหมาย"
,,,3.6.1.2,ขั้นตอนการใช้งานแอปพลิเคชั่น Gmail บนอุปกรณ์เคลื่อนที่ระบบปฏิบัติการ ios,,จะใช้งาน Gmail บน iPhone/iPad ได้อย่างไร,"ดาวน์โหลดแอป Gmail จาก App Store → เปิดแอป → กด “Sign in” → กรอกอีเมลและรหัสผ่านบัญชี Google → กด Next → เข้าสู่กล่องจดหมาย สามารถกด Compose เพื่อเขียนอีเมลใหม่ และใช้เมนู Inbox, Sent, Drafts เพื่อจัดการจดหมาย"
,,3.6.2,แอปพลิเคชั่น Youtube,,,แอปพลิเคชัน YouTube คืออะไร,YouTube คือแพลตฟอร์มวิดีโอออนไลน์ที่ให้ผู้ใช้ดู แชร์ และอัปโหลดวิดีโอได้ฟรี
,,,3.6.2.1,ลักษณะการทำงานของ Youtube,,YouTube ทำงานอย่างไร,YouTube ทำงานผ่านระบบสตรีมมิ่ง ผู้ใช้สามารถค้นหาวิดีโอ ดูแบบออนไลน์ กด Subscribe ช่องที่สนใจ และแสดงความคิดเห็นได้
,,,3.6.2.2,ขั้นตอนการใช้งานแอปพลิเคชั่น Youtube บนอุปกรณ์เคลื่อนที่ระบบปฏิบัติการ android,,จะใช้งาน YouTube บนมือถือ Android ได้อย่างไร,"เปิดแอป YouTube → เข้าสู่ระบบด้วยบัญชี Google → ใช้ช่องค้นหาเพื่อหาวิดีโอ → กด Play เพื่อดู → สามารถกด Subscribe, Like หรือ Share ได้"
,,,3.6.2.3,ขั้นตอนการใช้งานแอปพลิเคชั่น Youtube บนอุปกรณ์เคลื่อนที่ระบบปฏิบัติการ ios,,จะใช้งาน YouTube บน iPhone/iPad ได้อย่างไร,"ดาวน์โหลดแอป YouTube จาก App Store → เปิดแอป → เข้าสู่ระบบด้วยบัญชี Google → ใช้ช่องค้นหาเพื่อหาวิดีโอ → กด Play เพื่อดู → สามารถกด Subscribe, Like หรือ Share ได้"
,,3.6.3,แอปพลิเคชั่น Google Calendar,,,แอปพลิเคชัน Google Calendar คืออะไร,Google Calendar คือแอปพลิเคชันจัดการตารางเวลาและกิจกรรมของ Google ที่ช่วยให้ผู้ใช้สร้าง นัดหมาย และแจ้งเตือนเหตุการณ์ได้สะดวก
,,,3.6.3.1,ลักษณะการทำงานของ Google Calendar,,Google Calendar ทำงานอย่างไร,Google Calendar ทำงานโดยให้ผู้ใช้สร้างกิจกรรม กำหนดเวลา สถานที่ และการแจ้งเตือน พร้อมซิงค์ข้อมูลกับอุปกรณ์ทุกเครื่องที่ใช้บัญชี Google เดียวกัน
,,,3.6.3.2,ขั้นตอนการใช้งานแอปพลิเคชั่น Google Calendar บนอุปกรณ์เคลื่อนที่ระบบปฏิบัติการ android,,จะใช้งาน Google Calendar บนมือถือ Android ได้อย่างไร,เปิดแอป Google Calendar → เข้าสู่ระบบด้วยบัญชี Google → กดปุ่ม “+” เพื่อสร้างกิจกรรมใหม่ → กำหนดชื่อ เวลา สถานที่ และการแจ้งเตือน → กด Save เพื่อบันทึก
,,,3.6.3.3,ขั้นตอนการใช้งานแอปพลิเคชั่น Google Calendar บนอุปกรณ์เคลื่อนที่ระบบปฏิบัติการ ios,,จะใช้งาน Google Calendar บน iPhone/iPad ได้อย่างไร,ดาวน์โหลดแอป Google Calendar จาก App Store → เปิดแอป → เข้าสู่ระบบด้วยบัญชี Google → กดปุ่ม “+” เพื่อสร้างกิจกรรมใหม่ → กำหนดชื่อ เวลา สถานที่ และการแจ้งเตือน → กด Save เพื่อบันทึก
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
